Id,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos,CleanedReviewText,RecommendedOrNot,ReviewLength,PlayHours,DatePosted
17,0.164,0.474,0.363,0.906,0.08369657397270203,0.2541307508945465,0.6621727347373962,ill start say dont think lack map game favour especially consider many missable achievement think game offer obscene amount automatic backup always great aside easily 9/10 true goty year content neither hard neither easy take damage cinematics kind unfair nothing play around absolute must try like soul game,Recommended,414,50.5,14-11-2024
18,0.118,0.503,0.378,0.9716,0.03053845651447773,0.23812003433704376,0.7313414812088013,opinion true game year contender perfect want take challenge feel hesitant game like dark soul elden ring demand brutally difficult title game incredible atmosphere control smooth intuitive another strong point ability create various build suit different playstyles there truly something everyoneits must play fan chinese culture simply impossible disappoint even finish game first time there still strong desire dive back ng acquire additional item skill feature keep motivate replay offer new challenge fresh approach tackle boss,Recommended,670,42.3,14-11-2024
19,0.093,0.572,0.335,0.8958,0.008287329226732254,0.09473619610071182,0.8969764709472656,phenomenal game experience start finish worth hype well worth full price easily land top ten list time ultra smooth combat diverse move/ability set combination endless really penalty try every build available engage story chapter theme fit narratively scenery character person replay game frequently excite play one,Recommended,402,178.7,14-11-2024
20,0.052,0.826,0.122,0.2593,0.027586055919528008,0.5270130038261414,0.44540098309516907,im relatively casual gamer demand job two young kid ive able spend abouut 30 hour last couple month let tell game sht diverse vary never get bore,Recommended,202,35.7,14-11-2024
21,0.0,0.377,0.623,0.765,0.006010845303535461,0.07506134361028671,0.918927788734436,best game ive play long time,Recommended,30,119.4,14-11-2024
22,0.0,0.488,0.512,0.6369,0.007501551881432533,0.04914335906505585,0.943355143070221,best game ever make time,Recommended,36,70.4,14-11-2024
23,0.27,0.73,0.0,-0.5719,0.29853355884552,0.6611281037330627,0.04033834859728813,game science choose collaborate jd inc dei/lgbtq company negative review game,Not Recommended,91,104.1,14-11-2024
24,0.0,0.361,0.639,0.6486,0.0374869666993618,0.47340458631515503,0.48910844326019287,play get better ping pong,Recommended,39,39.4,14-11-2024
25,0.0,0.233,0.767,0.5106,0.008186266757547855,0.08576469123363495,0.9060490727424622,fun game,Recommended,7,22.8,14-11-2024
26,0.12,0.6,0.281,0.973,0.024030180647969246,0.14744819700717926,0.8285216093063354,subject worldbeautiful game one hand many secret much lore hand invisible wall everywhere kind slap face try explore inviting close time fan thaton subject combati like instant respec make fight entertain large bosses/quick move bosses/flying boss hit box track fantastic time lock feasible either would look improvement therehuge discrepancy among bos difficulty 90 pushover 10 impossible without learn fight maybe slightly many microcutscenes major bos fight tooside noteshad learn closing eye load screen game spoil new area show second phase boss currently fight havent see huge nowhats bos talk fight come never hear focus hear play music let enjoy fightoverall positive great game couple thorn exactly 10/10 close,Recommended,982,64.1,14-11-2024
27,0.0,0.385,0.615,0.4939,0.002221024362370372,0.07186917960643768,0.9259097576141357,pretty gooooood ng5,Recommended,18,209.7,14-11-2024
28,0.0,0.345,0.655,0.6908,0.009518744423985481,0.043279875069856644,0.9472014307975769,worth every penny amazing game,Recommended,28,92.8,14-11-2024
29,0.0,0.274,0.726,0.891,0.006998006720095873,0.06832901388406754,0.9246729612350464,great play mouse keyboard awesome sound design,Recommended,54,53.3,14-11-2024
30,0.069,0.422,0.509,0.9494,0.003960760310292244,0.02624163217842579,0.9697976112365723,without doubt goty run smooth amazing music amaze story amazing gameplay worth every centone best secret bos final battle ever experience genuine 10/10,Recommended,160,57.1,14-11-2024
31,0.0,1.0,0.0,0.0,0.32609182596206665,0.5028589367866516,0.17104922235012054,goty,Recommended,5,9.1,14-11-2024
32,0.0,1.0,0.0,0.0,0.2066509872674942,0.5647975206375122,0.22855152189731598,monke,Recommended,5,14.5,14-11-2024
33,0.0,1.0,0.0,0.0,0.16354933381080627,0.6879081130027771,0.14854250848293304,omega goog game,Recommended,13,55.4,14-11-2024
34,0.0,0.0,1.0,0.4404,0.057428330183029175,0.27954646944999695,0.6630252003669739,good,Recommended,8,33.9,14-11-2024
35,0.0,1.0,0.0,0.0,0.2066509872674942,0.5647975206375122,0.22855152189731598,monke,Recommended,5,3.3,14-11-2024
36,0.0,0.196,0.804,0.6249,0.009585421532392502,0.06394277513027191,0.9264717698097229,great game,Recommended,10,17.9,14-11-2024
37,0.0,1.0,0.0,0.0,0.04023868963122368,0.7072014212608337,0.2525598704814911,work art,Recommended,14,38.9,14-11-2024
38,0.131,0.485,0.383,0.6369,0.008676757104694843,0.1027732565999031,0.8885499238967896,top10 time probably even top5its challenge point start lose hairperfect example love play game,Recommended,126,50.1,14-11-2024
39,0.202,0.732,0.065,-0.6402,0.9573551416397095,0.038627926260232925,0.004016977269202471,trash game dodge dodge dodge dodge dodge dodge dodge dodge hit dodge dodge dodge dodge hit trash fighting experience recommend buy trash game cant enjoy story repeat fight least 78 time least,Not Recommended,205,7.9,14-11-2024
40,0.12,0.71,0.17,0.8516,0.02346651814877987,0.38593173027038574,0.5906017422676086,incredible graphic sound design voice act story tell although play time full playthrough take 4050 hour depend skill level whether youre go true end buy game money well spentthe 6 environment 6 chapter stun visually different multiple level whole secret area may stumble upon first playthrough open world know sound design incredible every piece suit fight effect sound weapon etc satisfy combat flow well wide array skill weapon effect choose transformation require lot skill others camera get bit jittery face large boss lockedon problem soulslikes faceit forgiving soulslikes pronounced mid late game respec build depending bos encounter however still fight challenge also graphically stun could argue true end route hardest bos ingame flaw certain bos encounter start middle phase manage beat previous one reduce continuity fight make much approachable casual player fight phase 1 etc againthe animation piece chapter cherry top game range animation stop motion really get sense lot love pour game take nearly decade develop would highly recommend pick game deluxe edition support creator give curios/armour set/weapon give quickly outscaled,Recommended,1536,54.3,14-11-2024
41,0.0,0.0,1.0,0.4404,0.057428330183029175,0.27954646944999695,0.6630252003669739,good,Recommended,6,15.2,14-11-2024
42,0.0,0.233,0.767,0.5106,0.007835445925593376,0.09489553421735764,0.8972689509391785,game fun,Recommended,12,57.7,14-11-2024
43,0.456,0.38,0.165,-0.5106,0.05900847539305687,0.7339118719100952,0.20707976818084717,want rage get game asap,Recommended,34,40.7,14-11-2024
44,0.0,1.0,0.0,0.0,0.5613842606544495,0.3468376696109772,0.09177814424037933,goat,Recommended,8,251.6,13-11-2024
45,0.0,0.0,1.0,0.4404,0.057428330183029175,0.27954646944999695,0.6630252003669739,good,Recommended,4,29.0,13-11-2024
46,0.0,1.0,0.0,0.0,0.1707511991262436,0.7170215249061584,0.11222723126411438,goty 2024,Recommended,8,57.1,13-11-2024
47,0.0,1.0,0.0,0.0,0.044171031564474106,0.6246817708015442,0.331147164106369,9 /10,Recommended,4,59.5,13-11-2024
48,0.0,1.0,0.0,0.0,0.6715108752250671,0.28372979164123535,0.04475932568311691,monkey,Recommended,8,49.6,13-11-2024
49,0.183,0.584,0.233,0.8534,0.3058678209781647,0.5328937768936157,0.16123835742473602,graphic forget reality beautiful stylistic good decent bad might go blindgameplay good good gameplay mehh even closesoundtrack eargasm good good bad bad im deafdifficulty press w easy easy learn / hard master average depends difficulty set difficult dark soulsgrind nothing grind u care leaderboards/ranks/achievements isnt necessary progress average grind level much grind youll need substance make second version grindingstory story like play candy crush story alright well writtenepic story itll replace lifegameplay time short 0 5 hshort 5 15 haverage 15 25 h long 25 60 h long 60 h infinity beyondworth free underpriced worth price sale could cheaper overprice could also burn moneybugs never hear ofminor bug get annoying ark survival evolve game big terrarium bugstarget audiencekidsteens adultsrequirements check run microsoft office low medium high end nasa computerfinal score 12345678910,Recommended,1091,34.0,13-11-2024
50,0.0,1.0,0.0,0.0,0.2694458067417145,0.5533130168914795,0.17724117636680603,m/,Recommended,3,69.2,13-11-2024
51,0.264,0.189,0.547,0.3612,0.012891702353954315,0.10547389835119247,0.8816343545913696,good game hard,Recommended,19,3.0,13-11-2024
52,0.0,0.312,0.688,0.765,0.007349384017288685,0.052943140268325806,0.9397074580192566,one best game ever play,Recommended,33,76.2,13-11-2024
53,0.0,0.196,0.804,0.6249,0.009585421532392502,0.06394277513027191,0.9264717698097229,great game,Recommended,9,5.0,13-11-2024
54,0.0,0.312,0.688,0.765,0.007413721643388271,0.11106420308351517,0.8815220594406128,best game play 2024 10/10,Recommended,30,67.6,13-11-2024
55,0.0,0.0,1.0,0.6249,0.023494841530919075,0.1967756301164627,0.7797295451164246,awesome,Recommended,7,62.8,13-11-2024
56,0.152,0.724,0.124,0.0516,0.11126438528299332,0.4606119692325592,0.42812368273735046,say video game feature stun visuals fantastic gameplay captivate storytelling plot keep toe however one drawback game experience occasional stuttering unexpected drop frame rate,Recommended,217,19.3,13-11-2024
57,0.237,0.697,0.066,-0.8338,0.25488144159317017,0.4639815390110016,0.28113701939582825,con never play soul like really dont know navigate character without map many many many time get lose skip important scene dont know gopros best wukong game ever grow watch journey west play game remind old time story 10/10 gameplay 10/10final verdict 9/10,Recommended,318,43.5,13-11-2024
58,0.07,0.673,0.257,0.8316,0.08521798998117447,0.7012696266174316,0.21351246535778046,annoy take soulslike genre main technique boss random bullet time get old first 30 minute gamethe invisible wall break freedom movement make game feel narrowweapons armor next zero variationgraphics beautiful regard optimization,Not Recommended,296,37.6,13-11-2024
59,0.097,0.525,0.378,0.976,0.14423003792762756,0.37117844820022583,0.484591543674469,beat game didnt hear argument get good game isnt bad however isnt good described enemy feel unbalanced tentacle man example real way deal ranged enemy except rush lack weapon diversity number polearms could add also want see option armor ability find story far short liking lastly last bos fight lack better term b felt like troll enjoy part overall great story gameplay felt incomplete lackingstory 8/10combat 5/10level design 5/10value 4/10,Not Recommended,565,60.8,13-11-2024
60,0.0,0.818,0.182,0.7003,0.3619224429130554,0.5196939706802368,0.11838363111019135,game require use dl cant even run game native resolution fps tank 3080 ti industry joke believe game get many positive review state game game require dl run,Not Recommended,205,0.8,13-11-2024
61,0.0,0.905,0.095,0.3182,0.051811583340168,0.7694592475891113,0.17872916162014008,una obra maestra la historia te atrapa el gameplay jamas aburre lo mejor esta diseñado para rejugar una otra vez para mi e perfecto,Recommended,118,66.2,13-11-2024
62,0.0,1.0,0.0,0.0,0.27232134342193604,0.6496704816818237,0.07800817489624023,monkay noise,Recommended,12,40.4,13-11-2024
63,0.0,0.488,0.512,0.2732,0.26790446043014526,0.6725067496299744,0.05958877503871918,forgive father stone,Recommended,26,145.3,13-11-2024
64,0.0,0.355,0.645,0.9595,0.010337021201848984,0.029910841956734657,0.9597521424293518,story gameplay music graphic awesome didint expect see good game day anymore love truly masterpiece,Recommended,118,0.6,13-11-2024
65,0.098,0.472,0.429,0.8126,0.007735630497336388,0.13421666622161865,0.8580476641654968,doubt go full monke boss original fun go across genre play usually type game think good game,Recommended,141,10.2,13-11-2024
66,0.0,1.0,0.0,0.0,0.1895207017660141,0.7816759943962097,0.028803307563066483,目前玩了四周目的还开了其他的存档美术画面顶级极致的视觉体验前几章的剧情满分个人认为火焰山的剧情一般可能是赶工影身图小故事也很好每章结尾的动画艺术成分很高音乐也是顶级最后的云宫迅音很震撼可以让人听哭战斗系统绝对是顶级的三种棍法配合精魄法宝法术变身可以有很多种套路玩法唯一的缺点是没有地图空气墙设计的不够统一我给99分接近满分的神作,Recommended,185,140.5,13-11-2024
67,0.0,0.545,0.455,0.3612,0.13944081962108612,0.6665491461753845,0.19400997459888458,goty like right nyow,Recommended,25,5.7,13-11-2024
68,0.186,0.404,0.41,0.9062,0.12204284220933914,0.3177916705608368,0.560165524482727,game entertain annoy time play story time neither know care hell go background still amazing gameplay unique bos fight keep engage far manage reach third chapter beat three boss though game give good time annoy hell well,Recommended,327,55.7,13-11-2024
69,0.0,0.704,0.296,0.2732,0.010028056800365448,0.34734946489334106,0.6426224708557129,120hrs well spent go back monke ᧖ ᦢ ᦣ,Recommended,1849,121.6,13-11-2024
70,0.156,0.566,0.278,0.6361,0.034916024655103683,0.10491733253002167,0.860166609287262,incredible start finish setting style music many encounter bosslike absolutely love game wukong definitely game year runningonly negative invisible wall suck feel like able explore certain area wall say otherwise,Recommended,276,82.3,13-11-2024
71,0.0,1.0,0.0,0.0,0.17806455492973328,0.6734951734542847,0.14844027161598206,john cena,Recommended,8,35.4,13-11-2024
72,0.0,1.0,0.0,0.0,0.2147996574640274,0.5615664720535278,0.22363388538360596,game year,Recommended,13,43.3,13-11-2024
73,0.0,1.0,0.0,0.0,0.2066509872674942,0.5647975206375122,0.22855152189731598,monke,Recommended,5,12.2,13-11-2024
74,0.42,0.58,0.0,-0.4404,0.8862908482551575,0.10400811582803726,0.009701027534902096,game decade tbhcamera suck though,Recommended,37,45.7,13-11-2024
75,0.0,1.0,0.0,0.0,0.2147996574640274,0.5615664720535278,0.22363388538360596,game year,Recommended,20,52.5,13-11-2024
76,0.0,1.0,0.0,0.0,0.054764267057180405,0.8210907578468323,0.12414496392011642,game year 2024,Recommended,18,79.7,13-11-2024
77,0.024,0.449,0.527,0.9801,0.003449720563367009,0.058484382927417755,0.9380658864974976,1st time play kind type game soul likeim hardcore gamer play free time work funthe game bit hard casual gamer like certain level im able copeoverall like graphic great game structure nice enjoy gamewish game dlc longer story,Recommended,275,51.9,13-11-2024
78,0.047,0.492,0.46,0.9636,0.00441982364282012,0.0238557867705822,0.9717243909835815,wary game would live expectation yet prove one favourite game time everything perfect gameplay fun story tell amazing way world incredibly beautiful isnt difficult easy youre soul fan want change pace must play book,Recommended,294,44.6,13-11-2024
79,0.348,0.29,0.362,-0.3242,0.36845871806144714,0.43551406264305115,0.1960272639989853,think game okay yeah boss cool stuff game seem repetitive really kind kill hostile kill boss repeat thing yeah graphic good game isnt really cool repetitive,Recommended,225,22.0,13-11-2024
80,0.124,0.521,0.356,0.9864,0.05577642843127251,0.2954317331314087,0.6487918496131897,game struggle understand make challenging game fun several point game give cool new ability next bos perfect counter take away fun new stuff give right get good design cool ability honestly keep play game game cool ability look great every encounter game feel janky final bos perfect example design several boss dont work every single ability attack spend 40 hour collect get counter randomly bos entire encounter feel like several rng check row random chance counter heavy attack imobilize heal duplicate light attack think he counter enough dont worry freeze time get garenteed hit way avoid dont think single bos fight leave feel satisfy accomplishment give 4/10,Not Recommended,870,44.7,13-11-2024
81,0.0,0.0,1.0,0.4939,0.020892616361379623,0.31140241026878357,0.6677049994468689,pretty,Recommended,11,31.4,13-11-2024
82,0.0,1.0,0.0,0.0,0.2524840831756592,0.47674524784088135,0.2707706391811371,cod,Recommended,3,13.2,13-11-2024
83,0.0,0.0,1.0,0.296,0.26185888051986694,0.5229169726371765,0.21522413194179535,gg,Recommended,2,8.8,13-11-2024
84,0.0,0.0,1.0,0.4404,0.057428330183029175,0.27954646944999695,0.6630252003669739,good,Recommended,4,10.2,13-11-2024
85,0.0,0.678,0.322,0.4215,0.060922153294086456,0.7063336968421936,0.23274415731430054,exactly type game industry need id recommend anybody handle challenge,Recommended,83,40.7,13-11-2024
86,0.146,0.468,0.386,0.6249,0.006566758267581463,0.18753254413604736,0.8059007525444031,doubt one best arpg/soul alike game ive play since elden ring,Recommended,62,132.8,13-11-2024
87,0.0,1.0,0.0,0.0,0.1707511991262436,0.7170215249061584,0.11222723126411438,goty 2024,Recommended,8,40.5,13-11-2024
88,0.0,0.256,0.744,0.4404,0.008486054837703705,0.06462331116199493,0.9268906712532043,good game,Recommended,8,58.7,13-11-2024
89,0.0,0.0,1.0,0.4404,0.057428330183029175,0.27954646944999695,0.6630252003669739,good,Recommended,4,16.1,13-11-2024
90,0.031,0.562,0.407,0.9761,0.0029294313862919807,0.01976941153407097,0.9773011803627014,absolutely gorgeous game game cut scene youll find take sometimes love game far perfect balance challenge reward finally beat bos thats kick past hour play many many fromsoft games/ souls like game far favorite ever play game track add list look forward release dlc content game conclusion playthroughs,Recommended,420,15.2,13-11-2024
91,0.312,0.32,0.368,-0.0772,0.09193823486566544,0.8230577707290649,0.08500397950410843,like god war dark soul one game,Recommended,39,5.3,13-11-2024
92,0.074,0.368,0.558,0.9501,0.0036761604715138674,0.040813058614730835,0.9555107951164246,story great combat fun music graphic fantasticas player one best game playedas chinese player best game ever play,Recommended,153,100.9,13-11-2024
93,0.0,0.256,0.744,0.4404,0.008486054837703705,0.06462331116199493,0.9268906712532043,good game,Recommended,8,80.5,13-11-2024
94,0.0,1.0,0.0,0.0,0.03366325795650482,0.3549574017524719,0.6113793253898621,10/10 game nothing need say,Recommended,33,71.1,13-11-2024
95,0.0,0.196,0.804,0.6249,0.009585421532392502,0.06394277513027191,0.9264717698097229,great game,Recommended,9,32.8,13-11-2024
96,0.189,0.432,0.379,0.3875,0.8710432052612305,0.11573822796344757,0.013218564912676811,game cant pas chapter 2 fight cant enjoy story ffs,Not Recommended,61,27.5,13-11-2024
97,0.0,1.0,0.0,0.0,0.6715108752250671,0.28372979164123535,0.04475932568311691,monkey,Recommended,6,41.0,13-11-2024
98,0.0,0.0,1.0,0.6249,0.14024434983730316,0.661647379398346,0.1981082409620285,masterpiece,Recommended,12,35.1,13-11-2024
99,0.0,1.0,0.0,0.0,0.37523725628852844,0.5286473631858826,0.0961153656244278,goated,Recommended,6,6.2,13-11-2024
100,0.506,0.247,0.247,-0.9142,0.5018694400787354,0.3406045138835907,0.15752606093883514,game year graphic awful bad decent nothing special stun visual masterpiece gameplay bad okay nothing special good good try get addicted audio bad bad decent good beautiful masterpiece,Recommended,231,57.4,13-11-2024
101,0.0,0.196,0.804,0.6249,0.019631309434771538,0.2612599730491638,0.7191087007522583,another masterpiece,Recommended,18,83.9,13-11-2024
102,0.0,0.462,0.538,0.5423,0.018647752702236176,0.6309425830841064,0.3504096567630768,amaze next gen game,Recommended,19,48.3,13-11-2024
103,0.0,0.476,0.524,0.5106,0.009700251743197441,0.11331654340028763,0.8769831657409668,77 hour pure fun,Recommended,17,77.9,13-11-2024
104,0.0,1.0,0.0,0.0,0.10560214519500732,0.6760581731796265,0.21833963692188263,monke go monke,Recommended,12,51.9,13-11-2024
105,0.0,0.0,1.0,0.4404,0.057428330183029175,0.27954646944999695,0.6630252003669739,good,Recommended,4,21.3,12-11-2024
106,0.0,0.402,0.598,0.9313,0.005230010021477938,0.06708328425884247,0.9276866912841797,even though best soulslike ever play good play game tell afterstory childhood favorite tv show,Recommended,119,119.0,12-11-2024
107,0.0,0.556,0.444,0.886,0.01067015714943409,0.20840702950954437,0.7809228301048279,لعبة جميلة جدا و مرشح قوي لأفضل لعبة في 2024a good game strong candidate best game 2024,Recommended,87,11.6,12-11-2024
108,0.0,0.0,1.0,0.4215,0.0526101179420948,0.30867019295692444,0.6387196779251099,nice,Recommended,9,53.1,12-11-2024
109,0.066,0.563,0.371,0.7579,0.00411904277279973,0.024796782061457634,0.9710842370986938,stun graphic awesome story character challenge yet insanely hard game playthis game 20/10 gtoy materialhighly recommend,Recommended,128,6.0,12-11-2024
110,0.079,0.493,0.428,0.9699,0.006200977135449648,0.029981087893247604,0.9638179540634155,absolutely love game graphic amaze game play clean story unique fun dont get start amazing artwork boss start little difficult play enough easy understand unlock achievement secret stance let tell play game way investigate everything worth game definitely deserve game year 5 star rating 100 10,Recommended,391,268.9,13-11-2024
111,0.294,0.0,0.706,0.4767,0.022607680410146713,0.20736615359783173,0.7700261473655701,overwhelmingly positive,Recommended,22,171.1,12-11-2024
112,0.0,0.0,1.0,0.7096,0.004585965536534786,0.08013847470283508,0.9152756333351135,good haha,Recommended,13,5.0,12-11-2024
113,0.0,1.0,0.0,0.0,0.030010901391506195,0.5237463116645813,0.4462427496910095,game change life 100/10,Recommended,27,51.7,12-11-2024
114,0.0,1.0,0.0,0.0,0.2154720574617386,0.5178496241569519,0.2666783034801483,game,Recommended,10,148.8,12-11-2024
115,0.0,0.233,0.767,0.5106,0.008558201603591442,0.10239149630069733,0.8890503644943237,twas fun,Recommended,7,82.0,12-11-2024
116,0.0,0.0,1.0,0.4019,0.13857583701610565,0.4412769675254822,0.42014721035957336,yes,Recommended,3,53.5,12-11-2024
117,0.0,0.256,0.744,0.4404,0.06515143811702728,0.4659678041934967,0.46888071298599243,game easy,Not Recommended,17,125.6,12-11-2024
118,0.0,1.0,0.0,0.0,0.6715108752250671,0.28372979164123535,0.04475932568311691,monkey,Recommended,6,13.8,12-11-2024
119,0.0,1.0,0.0,0.0,0.11437695473432541,0.7149587273597717,0.17066438496112823,w game frl,Recommended,8,57.5,12-11-2024
120,0.222,0.284,0.494,0.5849,0.0024522882886230946,0.020508717745542526,0.9770390391349792,amazing game mix elden ring god war highly recommend,Recommended,62,71.1,12-11-2024
121,0.0,1.0,0.0,0.0,0.004691112786531448,0.024685580283403397,0.9706233143806458,game absolutely incredible aesthetic gameplay 11/10,Recommended,61,45.3,12-11-2024
122,0.0,0.0,1.0,0.5423,0.1086474061012268,0.5777968764305115,0.3135557174682617,amaze,Recommended,7,46.6,12-11-2024
123,0.0,0.481,0.519,0.6597,0.01968867890536785,0.5206204056739807,0.4596908688545227,superb game want buy game since come,Recommended,51,20.6,12-11-2024
124,0.0,0.449,0.551,0.8225,0.0054189832881093025,0.07436530292034149,0.9202156662940979,must play potentially goty 2024 amazing game play lore everything,Recommended,66,80.3,12-11-2024
125,0.0,1.0,0.0,0.0,0.2066509872674942,0.5647975206375122,0.22855152189731598,monke,Recommended,5,102.2,12-11-2024
126,0.159,0.529,0.312,0.3818,0.02194499783217907,0.22628384828567505,0.7517712116241455,product receive freeafter ton deathsuffer finally end platinum achivements play good damn,Recommended,99,91.8,12-11-2024
127,0.0,1.0,0.0,0.0,0.19003117084503174,0.7622319459915161,0.04773688688874245,monkey hit ruyi jingu bang,Recommended,36,21.7,12-11-2024
128,0.0,1.0,0.0,0.0,0.6715108752250671,0.28372979164123535,0.04475932568311691,monkey,Recommended,8,97.2,12-11-2024
129,0.098,0.556,0.346,0.8814,0.02415577322244644,0.1435692310333252,0.8322750329971313,fantastic havent give solo campaign game chance 10 year im pleased convince give one try havent 4 day yet play 34 hour almost work full time girlfriend hat play much wow,Recommended,217,47.9,12-11-2024
130,0.103,0.54,0.356,0.9541,0.019992809742689133,0.1171535849571228,0.8628536462783813,best game play 5 year easily last one love much dmc 5 game loop addictive keep move forward cheap time system let change attribute build save point find solution fight secret cryptic dont make sense worth true end hidden boss new game easy ill keep building character dlc come year,Recommended,380,67.8,12-11-2024
131,0.121,0.404,0.475,0.7184,0.006402087863534689,0.05263752490282059,0.9409603476524353,fantastic game even well game experience get past crazy boss def worth playing,Recommended,103,46.8,12-11-2024
132,0.0,1.0,0.0,0.0,0.4992321729660034,0.46612223982810974,0.034645598381757736,monkey noise,Recommended,13,11.1,12-11-2024
133,0.0,1.0,0.0,0.0,0.12357520312070847,0.6979831457138062,0.17844168841838837,wongkong,Recommended,8,62.1,12-11-2024
134,0.0,0.351,0.649,0.8779,0.007850653491914272,0.12633678317070007,0.8658124804496765,fun gameplay loop challenge content entertain story cutscenes whats love,Recommended,80,10.9,12-11-2024
135,0.0,0.0,1.0,0.3182,0.009975351393222809,0.21843603253364563,0.7715886235237122,cool,Recommended,4,15.0,12-11-2024
136,0.267,0.437,0.296,0.1531,0.5079388618469238,0.390609472990036,0.10145170241594315,good game issue stutter occur pretty bad cutscenes dont know occur none le,Recommended,98,36.0,12-11-2024
137,0.0,0.0,1.0,0.4215,0.0526101179420948,0.30867019295692444,0.6387196779251099,nice,Recommended,13,13.6,12-11-2024
138,0.0,1.0,0.0,0.0,0.32609182596206665,0.5028589367866516,0.17104922235012054,goty,Recommended,4,85.2,12-11-2024
139,0.284,0.555,0.161,-0.3899,0.8357300162315369,0.13330315053462982,0.03096690960228443,long playtime due leave game open chapter 5most boring combat ever experience terrible level design pretty good look though first game life genuinely wasnt able convince finishnot worf,Not Recommended,193,81.7,12-11-2024
140,0.093,0.556,0.35,0.9456,0.4244229793548584,0.4148675203323364,0.16070954501628876,product receive freeyou know someone doesnt really enjoy soul game doesnt give feel im play havent much fun awhile scenery amaze story capture im try best monkey mountain im go buy stepdad love story game im sure fall love game much,Recommended,344,14.9,12-11-2024
141,0.0,0.545,0.455,0.3612,0.16199178993701935,0.685819149017334,0.15218910574913025,like game year mabe,Recommended,19,10.3,12-11-2024
142,0.0,0.0,1.0,0.6124,0.006385962013155222,0.04993579536676407,0.9436782598495483,gorgeous,Recommended,8,64.2,12-11-2024
143,0.088,0.599,0.313,0.9916,0.03109883889555931,0.20262764394283295,0.766273558139801,steam doesnt depend option although give yes enjoy story thing find time game may like know buy gameplay loop excite first get repetitive quicklyb camera bos fight mind frequently focus away bos end get hit couldnt see attackc game doesnt good job encourage try various stance find stick single playstyle throughout gamed mini/optional/secret boss become way easy midway game would like bit challengelike say love story make want read journey west book ton positive game look gorgeous get 90 frame dlss frame gen 4080 4k cinematic preset rt maxed outb bos battle good reward game generous xp crafting chorec dialogue music absolutely brilliant especially headless singer c2 lot secret uncover always worth take time themthere ton positive sure miss lot review cover think come whether look past gripe cover earlier great buy else would recommend get sale,Recommended,1213,97.6,12-11-2024
